Article,Vedette,Type vedette,Candidat,INSEE,Définition,
DT11-10888,"Pujade (La),",ancien fief,quartier du hameau d’Herminis,non,"
ancien fief, quartier du hameau d’Herminis, commune de Carcassonne.",
DT11-10002,"Petite-Auberge (La),",ferme,quartier du Somail,non,"
ferme, au quartier du Somail, commune de Sallèles-d’Aude.",
DT11-06399,"Justices (Les),",lieu dit,quartier du Villar-des-Ports,non,"
lieu dit, au quartier du Villar-des-Ports, commune de Roubia.",
DT11-10613,"Porte-Neuve (La),",ancienne porte,quartier Saint-Cosme,non,"
ancienne porte au quartier Saint-Cosme, commune de Narbonne.",
DT11-07344,"Maladrerie-de-Cité (La),",ancien hôpital des lépreux,quartier Saint-Félix,non,"
ancien hôpital des lépreux, au quartier Saint-Félix (Cité), commune de Narbonne.",
DT11-05960,"Herminis,",hameau,"quartiers de Bellissens, Colombiès, Lapujade et Marrel",non,"
hameau, commune de Carcassonne, comprenant les quartiers de Bellissens, Colombiès, Lapujade et Marrel ; ancien prieuré sous le vocable de N.-D., d’abord distinct, puis uni à celui de Saint-Sernin de Grèzes.",
DT11-00894,"Bélayré,",col et montagne,Quérigut,09239,"
col et montagne, entre les communes d’Escouloubre (Aude) et de Quérigut (Ariège).",
DT11-01970,"Cacarel,",col,Rabasse,non,"
col, entre Casteldos et la Rabasse, commune du Bousquet.",
DT11-08491,"Moulin (Le),",moulin et four à chaux en ruines,Ramounichoux,non,"
moulin et four à chaux en ruines, à Ramounichoux, commune de Brenac.",
DT11-08737,"Moulin-de-Guiraud (Le),",ancien moulin disparu,Raonel,non,"
ancien moulin disparu, sur la Robine, entre le moulin du Gua et celui de Raonel, commune de Narbonne.",
DT11-02482,"Carcassès,",ruisseau,Razès,non,"
ruisseau, affluent rive gauche de l’Aude, à la limite des communes de Cépie et de Rouffiac-d’Aude ; il servait de limite au Carcassès et au Razès.",
DT11-02483,"Carcassès,",ruisseau,Razès,non,"
ruisseau, affluent rive droite de l’Aude, à la limite des communes de Pieusse et de Pomas ; limite du Carcassès et du Razès.",
DT11-05020,"Forest (Le),",subdivision,Razès,non,"
subdivision 
du pagus Tolosanus, limitée au Nord par la Vixiège et la Piège ; à l’Est par le Razès proprement dit ; à l’Ouest par l’Hers ; au Sud par l’Olmez et la viguerie de Queille.",
DT11-07428,"Malpas (Le),",lieu dit,Razès,non,"
lieu dit, entre le chemin du Razès et le chemin de Villalbe à Galinier, commune de Carcassonne.",
DT11-10127,"Peyrepertusès (Le),",territoire,Razès,non,"
territoire que les documents désignent tantôt comme un pagus distinct, tantôt comme un suburbium du Razès ou du Narbonnais.",
DT11-11181,"Rébenty (Étang de),",source,Rébenty,non,"
source du Rébenty, aux crêtes des Pailhères, commune de la Fajolle.",
DT11-11182,"Rébenty (Moulin de),",moulin,Rébenty,non,"
moulin, au confluent du Rébenty et de l’Aude, commune de Saint-Martin-Lys.",
DT11-11243,"Rec-Merdier (Le),",partie,Rec-Mayral,non,"
partie du Rec-Mayral qui amenait les eaux dans la cunette des remparts, commune de Narbonne.",
DT11-09264,"Notre-Dame-du-Bout-du-Pont,",ancienne chapelle,Religieuses Hospitalières,non,"
ancienne chapelle des Religieuses Hospitalières, commune de Limoux, 1756 
(Caldaguez, p. 188).",
DT11-10231,"Pierrouyne (La),",montagne et canton forestier,Resclause,non,"
montagne et canton forestier de la Resclause, commune de Sainte-Colombe-sur-Guette.",
DT11-03052,"Chemin-Français,",route,Rhône,non,"
route qui traversait le Languedoc depuis le Rhône jusqu’à Toulouse, et depuis Narbonne jusqu’au Roussillon.",
DT11-14305,"Val-de-Daigne (La),",portion,Rieux,non,"
portion du pagus Carcassonensis qui comprenait les localités suivantes : Caunettes, Rieux, Taurize, Serviès, Villetritouls, Arquettes, Labastide, le Villa, et les châteaux de Trèbes et de Faviès.",
DT11-04154,"Entrauque,","ferme, maison",Rigole,non,"
ferme, maison du cantonnier de la Rigole, commune de Saissac.",
DT11-06713,"Lapradelle-Puilaurens,",station du chemin de fer,Rivesaltes,non,"
station du chemin de fer, ligne de Quillan à Rivesaltes, commune de Puilaurens.",
DT11-01609,"Bourg (Le),",partie,Robine,non,"
partie de la ville de Narbonne, rive droite de la Robine.",
DT11-05639,"Goule-Taillade,",partie,Robine,non,"
partie de la Robine qu’il faut distinguer du Caragol et de Goule-d’Aude, commune de la Nouvelle.",
DT11-00570,"Balmo-Préchadouïro,",grotte,roc de Buffens,non,"
grotte, au roc de Buffens, commune de Caunes.",
DT11-04343,"Sainte-Marie,",canal,roc de Conilhac,non,"
canal qui a servi à atterrir l’Étang-Salin ; il prend à Coursan le trop-plein de la rivière d’Aude, arrose les basses plaines de Coursan, d’Armissan et de Narbonne et se jette dans l’étang de Campignol, au roc de Conilhac.",
DT11-04588,"la Caune,",grotte,roc Rouge,non,"
grotte double près du roc Rouge et du pic des Cayroles, commune de Nébias.",
DT11-12530,"Saint-Jaume,",lieu dit,Romieu,non,"
lieu dit, auprès du chemin Romieu, commune d’Argeliers, 1660 
(comp., p. 65).",
DT11-06256,"Jau (Col de),",col,Roquefort,non,"
col (1,513m), commune de Counozouls, limite du département de l’Aude, donnant passage au chemin de Roquefort à Mosset (Pyrénées-Orientales).",
DT11-14559,"Vieux-Château (Le),",ruines,Roquelongue,non,"
ruines du château de Montséret, au pied de la Roquelongue.",
DT11-12241,"Sainte-Foi,",ancien prieuré,Rouergue,non,"
ferme, commune de Leuc ; ancien prieuré primitivement sous le vocable de sainte Colombe, uni depuis 1065 à l’abbaye de Sainte-Foy, en Rouergue.",
DT11-00394,"Aude (L’),",rivière,Rouffiac,11325,"
rivière, prend sa source au Lac d’Aude, au pied du roc d’Aude (Pyrénées-Orientales), entre dans le département de l’Ariège au col des Arres, sert de limite à l’Ariège et à l’Aude entre Escouloubre et Carcanières, pénètre dans ce département où elle arrose Axat, Belvianes, Quillan, Campagne, Couiza, Alet, Limoux, Cepie, Pieusse, Pomas, Rouffiac, Preixan, Couffoulens, Carcassonne, Trebes, Floure, Barbaira, Marseillette, Blomac, Saint-Couat-d'Aude, Puicheric, Roquecourbe, Castelnau-d'Aude, Argens, Roubia, Paraza, Ventenac-d'Aude, Canet, Raissac-d'Aude, Saint-Nazaire, Saint-Marcel, Marcorignan, Moussan, Cuxac-d'Aude, Salleles-d'Aude, Coursan, Salles-d'Aude et Fleury, et se jette dans la mer après un cours de 208 kilomètres, dont 180 dans le département.",
DT11-03052,"Chemin-Français,",route,Roussillon,non,"
route qui traversait le Languedoc depuis le Rhône jusqu’à Toulouse, et depuis Narbonne jusqu’au Roussillon.",
DT11-07861,"Mercadal (Le),",route,Roussillon,non,"
route construite par la vicomtesse Ermengarde de Narbonne, de la ville de ce nom en Roussillon.",
DT11-10493,"Pont-du-Roy (Le),",pont ruiné,Roussillon,non,"
pont ruiné sur le Rébenty, commune de Belfort ; il donnait passage à l’ancien chemin du Roussillon.",
DT11-06092,"« Hosuerbas »,",ancien relais,route de Narbonne,non,"
ancien relais sur la route de Narbonne à Bordeaux, à 15 milles à l’E. de Narbonne, d’après l’Itinéraire d’Antonin : Mutatio Hosuerbas ; à 11 milles, d’après la Table théodosienne : Usuerna = Usuerva.
      ",
DT11-10602,"Portel (Col de),",col,route de Nébias,non,"
col à la limite de Brenac et de Quillan, donnant passage à la route de Nébias.",
DT11-12351,"Saint-Étienne,",jardin potager,route de Pennautier,non,"
jardin potager, au terroir de Mieudas, route de Pennautier, commune de Carcassonne.",
DT11-03079,"Pech-Judaïc,",ancien cimetière,S.-E. de la Cité,non,"
ancien cimetière, au S.-E. de la Cité, commune de Carcassonne ; aujourd’hui tènement rural (plan cad., nos 153, 154 et 180).",
DT11-00167,"Alméliou,",montagne rocheuse,S.-E. de Padern,11270,"
montagne rocheuse (482m) au S.-E. de Padern.",
DT11-09196,"Notre-Dame-de-la-Lauze,",ancienne église ruinée,S.-E. de Villarlong,non,"
ancienne église ruinée, au S.-E. de Villarlong, commune de Villarzel-Cabardès.",
DT11-10006,"Petit-Festes,",masures,S.-O. de Festes,non,"
masures au S.-O. de Festes, commune de Caux-et-Sauzens, 
   xviii
   e siècle 
(arch. Aude, E, pl. de Caux, n° 51).",
DT11-03768,"Croix-de-la-Garde (La),",oratoire,Sahuc,non,"
oratoire, commune de Lespinassière, sur le chemin de la Garde à Sahuc, 1776 
(arch. Aude, E 20, pl. 9).",
DT11-09138,"Notre-Dame,",ancien décimaire,Saint-André,non,"
ancien hospice de Montreal ; ancien décimaire qui comprenait les lieux dits : Courral, Saint-Antoine, la Salle, al Pas de la Sant Peyre, la Poularie, la Garrigue, la Caussade, Pechatiale, al Mouly, Saint-André, Belmati, les Planes, 1764 
(arch. Aude, H 415).",
DT11-14253,"Tuquet (Le),",col,Saint-André-de-Festes,11142,"
col entre Montjardin et Saint-André-de-Festes.",
DT11-09138,"Notre-Dame,",ancien décimaire,Saint-Antoine,non,"
ancien hospice de Montreal ; ancien décimaire qui comprenait les lieux dits : Courral, Saint-Antoine, la Salle, al Pas de la Sant Peyre, la Poularie, la Garrigue, la Caussade, Pechatiale, al Mouly, Saint-André, Belmati, les Planes, 1764 
(arch. Aude, H 415).",
DT11-00043,"Agly (L’),",rivière,Saint-Antoine-de-Galamus,66187,"
rivière qui prend sa source au pic de Bugarach, arrose Camps et entre dans les Pyrénées-Orientales à Saint-Antoine-de-Galamus.",
DT11-13629,"Souls,",col,Saint-Antoine-de-Galamus,non,"
col (716m), commune de Cubières ; il donne passage à l’ancien chemin de Cubieres à Saint-Antoine-de-Galamus et à Saint-Paul-de-Fenouillet (Pyrénées-Orientales).",
DT11-06450,"Labastide-Rouge,",lieu dit,Saint-Couat,non,"
lieu dit, commune de Moux, confrontant d’aquilon le chemin de Saint-Couat, 1685 
(comp., p. 80).",
DT11-11479,"Rive-d’Aude,",un des quartiers,Saint-Couat,non,"l’un des quartiers du diocèse civil de 353Carcassonne, dont le chef-lieu était Trèbes ; il comprenait : Trebes, Saint-Frichoux, Malves, Floure, Rustiques, Berriac, Puicheric, Capendu, Barbaira, Douzens, Aiguesvives, Badens, Marseillette, Bouilhonnac, Saint-Couat, Blomac, Comigne et Fonties-d'Aude.",
DT11-13051,"Saint-Sébastien,","ancienne église paroissiale, aujourd’hui détruite",Saint-Étienne,non,"
deux églises, commune de Narbonne : l’une, ancienne église paroissiale, aujourd’hui détruite, qui fut unie à celle de Saint-Étienne, siège d’une collégiale ; l’autre, église paroissiale actuelle, construite en 1444, consacrée en 1451, ancien monastère de Carmélites qui s’y installèrent en 1620.",
DT11-03798,"Croix-d’Embourgougnon (La),",oratoire,Saint-Laurent,non,"
oratoire, sur le chemin de Saint-Laurent à Montmaur, à la limite des communes de Montferrand et de Montmaur.",
DT11-05075,"Foucaud,",ancienne chapelle,Saint-Louis,non,"
ferme, commune de Carcassonne ; ancien port sur le canal du Midi (ancienne direction) ; ancienne chapelle de Saint-Louis pour le service des voyageurs.",
DT11-03767,"Croix-de-la-Fuste (La),",ancien oratoire,Saint-Martin,non,"
ancien oratoire, commune de Carcassonne, à la bifurcation des chemins de la Cité à la Fajolle, et de la Cité à Saint-Martin, 
   xvii
   e siècle 
110
(cabin. Cros-Mayrev., plan de la Cité, n° 12).",
DT11-12802,"Saint-Martin-des-Cours,",ancien prieuré,Saint-Martin,non,"
ancien prieuré, uni à l’abbaye de Lagrasse, commune de Puichéric ; son territoire comprenait Saint-Martin, Pelletier et la métairie de Madame.",
DT11-07342,"Maladrerie (La),",ancienne léproserie,Saint-Martin-de-Lauraguel,non,"
ancienne léproserie au terroir de Besplas et de Saint-Martin-de-Lauraguel, aujourd’hui communes de Villasavary et de Laurac.",
DT11-04201,"Escarnal,",ancien fief,Saint-Martin-de-Poursan,non,"
ancien fief de l’ordre de Malte, entre Saint-Martin-de-Poursan et la rivière d’Aude, commune de Carcassonne.",
DT11-13629,"Souls,",col,Saint-Paul-de-Fenouillet,non,"
col (716m), commune de Cubières ; il donne passage à l’ancien chemin de Cubieres à Saint-Antoine-de-Galamus et à Saint-Paul-de-Fenouillet (Pyrénées-Orientales).",
DT11-03027,"Château (Le),",écart,Saint-Pierre,non,"
écart, commune de Citou, entre le village et Saint-Pierre, 1781 (c. dioc. Narb.).",
DT11-03817,"Croix-de-Saint-Jaume (La),",oratoire,Saint-Pons,non,"
oratoire, commune de Villalier, sur le chemin de Villalier à Malves, à l’intersection du chemin de Carcassonne à Saint-Pons, 1641 (arch. Aude, C, rech. dioc. Carc.).",
DT11-12263,"Sainte-Lucie (Canal de),",partie du canal,Sainte-Lucie,non,"
partie du canal de la Robine depuis Sainte-Lucie jusqu’à la Nouvelle, construite en 1791 ; désormais les barques venant de Narbonne n’eurent plus à traverser l’étang de Sigean, depuis le Caragol jusqu’au port de la Nouvelle (arch. com. Narb., AA 117, f. 216).",
DT11-00330,"Arques (Les),",département,Salces,non,"
col entre la Marque et le Pic Naurous, commune de Fitou ; limite du département entre Fitou et Salces (Pyrénées-Orientales).",
DT11-07135,"Logis (Le),",maison des douaniers,salin de Lapalme,non,"
maison des douaniers au salin de Lapalme, commune de la Nouvelle.",
DT11-02543,"Carrière-Salinière,",ancien chemin,Salins,non,"
ancien chemin qui conduisait aux Salins, commune de Narbonne.",
DT11-09138,"Notre-Dame,",ancien décimaire,Salle,non,"
ancien hospice de Montreal ; ancien décimaire qui comprenait les lieux dits : Courral, Saint-Antoine, la Salle, al Pas de la Sant Peyre, la Poularie, la Garrigue, la Caussade, Pechatiale, al Mouly, Saint-André, Belmati, les Planes, 1764 
(arch. Aude, H 415).",
DT11-09640,"Pech (Le),",ancienne église rurale,Sarrabiau,non,"
localité disparue, commune de Fontanès ; ancienne église rurale, qui desservait le Pech, Sarrabiau et Barrencou, hameaux incendiés par les Espagnols sous Louis XII.",
DT11-14061,"Triby (Le),",col,Sarrat,non,"
col, entre le Picoul de la Gardie et le Sarrat de la Horte, commune d’Aunat.",
DT11-03163,"Clot-de-Matali (Le),",col,Sarrat de Missol,non,"
col entre le Mountfri et le Sarrat de Missol, commune de Cubières.",
DT11-00909,"Belfort,",châtellenie,Sault,non,"
commune, canton de Belcaire ; église paroissiale dédiée à saint Jean ; la cure était unie au chapitre de Saint-Paul de Fenouillèdes ; châtellenie de Sault, sénéchaussée de Limoux.",
DT11-00968,"Belvis,",bailliage,Sault,non,"
commune, canton de Belcaire ; église paroissiale dédiée à saint Étienne ; la cure était unie au chapitre Saint-Paul de Fenouillèdes ; bailliage de Sault.",
DT11-03380,"Comus,",baillie,Sault,non,"
commune, canton de Belcaire ; église paroissiale dédiée à saint Nazaire et saint Celse ; ancienne seigneurie royale vendue aux d’Usson de Bonrepos, le 12 avril 1718 ; baillie de Sault.",
DT11-08310,"Montménal,",ancienne limite,Sault,non,"
lieu dit, commune de Mérial ; ancienne limite du pays de Sault et du Donézan.",
DT11-06620,"Lamourguier,",quartier,section de Bourg,non,"nom d’un quartier, section de Bourg, commune de Narbonne.",
DT11-12557,"Saint-Jean,",ancienne commanderie,section de la Petite-Ville,non,"
ancienne commanderie de l’ordre de Malte, commune de Limoux, section de la Petite-Ville.",
DT11-00379,"Atelier (L’),",ancienne usine,section de Maquens,non,"
ancienne usine sur l’Aude, commune de Carcassonne, section de Maquens.",
DT11-00560,"Baleine (La),",ferme,section de Maquens,non,"
ferme, commune de Carcassonne, section de Maquens.",
DT11-06203,"Jardin-Ormières (Le),",écart,section de Maquens,non,"
écart, commune de Carcassonne, section de Maquens.",
DT11-07505,"Maquens (Moulin de),",usines hydrauliques,section de Maquens,non,"
usines hydrauliques sur l’Aude, section de Maquens, commune de Carcassonne ; ancienne propriété du chapitre de Carcassonne, puis des hospices de cette ville ; aujourd’hui propriété de la ville, 1756 
(arch. Aude, B 322) ; 1768 
(arch. Aude, B 1646).",
DT11-04971,"Fontmain,","localité disparue, aujourd’hui lieu dit",section de Pechsalamou,non,"
localité disparue, aujourd’hui lieu dit, commune de Donazac, section de Pechsalamou ; ancien fief de l’abbaye de Saint-Hilaire.",
DT11-10352,"Plaine (La),",ancienne ferme,section des Caves,non,"
ancienne ferme, commune de Treilles, section des Caves.",
DT11-14038,"Trépadou (Le),","bois, ancien fief",seigneurie d’Alzonne,11009,"
bois, ancien fief dépendant de la seigneurie d’Alzonne, 1409 
(bibl. Carc., ms. 9551, f. 31).",
DT11-09685,"Pechauriol,",ancien fief,seigneurie de Couiza,11103,"
ancien fief dépendant de la seigneurie de Couiza.",
DT11-11639,"Roquedurant (La),",ancien fief,seigneurie de Durfort,11409,"
ancien fief de la seigneurie de Durfort, 1389-1589 
(bibl. Carc., ms. 9551, f. 43).",
DT11-02981,"Chalabre,",ancien fief,seigneurie de Marsa,11219,"
ancien fief de la seigneurie de Marsa.",
DT11-02261,"Canac,",fief,seigneurie de Rodome,11317,"
fief dépendant de la seigneurie de Rodome.",
DT11-10951,"Quatre-Chemins (Les),",col,Serrat de Buscaillé,non,"
col, entre le Serrat de Buscaillé et le Serrat de Jean-Blanc, commune de Rodome.",
DT11-10951,"Quatre-Chemins (Les),",col,Serrat de Jean-Blanc,non,"
col, entre le Serrat de Buscaillé et le Serrat de Jean-Blanc, commune de Rodome.",
